lr,weight_decay,epochs,batch_size,lstm_hidden_sizes,mlp_layer_sizes,dropout_rate,RMSE_mean,MAPE_mean,R2_mean,PCC_mean
0.001,0,100,16,"[6, 6, 6]","[3, 6]",0.1,0.07381732,0.02851089438991039,62.20309384906513,
0.001,0,100,16,"[6, 6, 6]","[3, 6]",0.2,0.10000981,0.0356417962393607,58.25460775963571,
0.001,0,100,16,"[6, 6, 6]","[3, 3]",0,0.076198585,0.024911485525080934,60.337007103639536,
0.001,0,100,16,"[6, 6, 6]","[3, 3]",0.1,0.097616754,0.03549402463249862,60.307448661367474,
0.001,0,100,16,"[6, 6, 6]","[3, 3]",0.2,0.23356542,0.09386483579874039,55.84530195304764,
0.001,0,100,16,"[6, 6, 6]",[3],0,0.063605204,0.02110724017256871,62.045061619491825,
0.001,0,100,16,"[6, 6, 6]",[3],0.1,0.12952074,0.05222353865974583,61.48795028212461,
0.001,0,100,16,"[6, 6, 6]",[3],0.2,0.2076131,0.08408557332586497,0.0,
0.001,0,100,16,"[6, 6, 6]",[6],0,0.059880145,0.020252746980986558,63.106243124817425,
0.001,0,100,16,"[6, 6, 6]",[6],0.1,0.054493643,0.018320531216886593,64.62227331552162,
0.001,0,100,16,"[6, 6, 6]",[6],0.2,0.06471821,0.02194643602706492,62.21956063309562,
0.001,0,100,16,"[6, 6, 3]","[6, 3]",0,0.056054223,0.019109405138806324,63.54977195900643,
0.001,0,100,16,"[6, 6, 3]","[6, 3]",0.1,0.07028493,0.025382342573720962,61.347203249613145,
0.001,0,100,16,"[6, 6, 3]","[6, 3]",0.2,0.18612245,0.0743881770176813,0.5356409660025496,
0.001,0,100,16,"[6, 6, 3]","[3, 6]",0,0.06848769,0.02365202526561916,61.192302018741685,
0.001,0,100,16,"[6, 6, 3]","[3, 6]",0.1,0.16553743,0.06665242108283564,52.534253576219825,
0.001,0,100,16,"[6, 6, 3]","[3, 6]",0.2,0.09414187,0.032631002068228554,57.91497320604504,
0.001,0,100,16,"[6, 6, 3]","[3, 3]",0,0.25651526,0.10299598943674937,0.0,
0.001,0,100,16,"[6, 6, 3]","[3, 3]",0.1,0.08249262,0.029971326875966042,60.8131925103317,
0.001,0,100,16,"[6, 6, 3]","[3, 3]",0.2,0.08342377,0.028991813087486662,62.160361137105085,
0.001,0,100,16,"[6, 6, 3]",[3],0,0.06358292,0.02171440137317404,62.936246864994445,
0.001,0,100,16,"[6, 6, 3]",[3],0.1,0.08136658,0.027704661988536827,59.78357317095744,
0.001,0,100,16,"[6, 6, 3]",[3],0.2,0.092282474,0.03668279186967993,61.14991436656757,
0.001,0,100,16,"[6, 6, 3]",[6],0,0.06953559,0.024492542070220225,62.69338940228343,
0.001,0,100,16,"[6, 6, 3]",[6],0.1,0.06106519,0.02046549961960409,62.75437997317367,
0.001,0,100,16,"[6, 6, 3]",[6],0.2,0.061040197,0.019975956456619315,62.30909636011543,
0.001,0,100,16,"[6, 3, 3]","[6, 3]",0,0.06691756,0.02337079931749031,63.41128746419155,
0.001,0,100,16,"[6, 3, 3]","[6, 3]",0.1,0.08412014,0.029735870339209214,60.140849666421325,
0.001,0,100,16,"[6, 3, 3]","[6, 3]",0.2,0.10624294,0.042772530287038535,60.769084661515144,
0.001,0,100,16,"[6, 3, 3]","[3, 6]",0,0.091177896,0.03132966794510139,57.07465872611782,
0.001,0,100,16,"[6, 3, 3]","[3, 6]",0.1,0.08170964,0.031814455178391654,63.17349989910687,
0.001,0,100,16,"[6, 3, 3]","[3, 6]",0.2,0.10656344,0.03799275291385129,59.996392318738835,
0.001,0,100,16,"[6, 3, 3]","[3, 3]",0,0.17089932,0.06595617305720225,0.0,
0.001,0,100,16,"[6, 3, 3]","[3, 3]",0.1,0.07501268,0.025722814461914822,60.83616482436586,
0.001,0,100,16,"[6, 3, 3]","[3, 3]",0.2,0.116751924,0.043991512211505324,56.07700204580899,
0.001,0,100,16,"[6, 3, 3]",[3],0,0.069471315,0.024224263324867934,61.97904699272688,
0.001,0,100,16,"[6, 3, 3]",[3],0.1,0.060299423,0.02015569616560242,62.92390907819845,
0.001,0,100,16,"[6, 3, 3]",[3],0.2,0.056161962,0.017899799195220112,64.41915141408776,
0.001,0,100,16,"[6, 3, 3]",[6],0,0.08184949,0.029129434551578015,61.64317883830658,
0.001,0,100,16,"[6, 3, 3]",[6],0.1,0.09007659,0.03298221854493022,58.97455552105958,
0.001,0,100,16,"[6, 3, 3]",[6],0.2,0.07226204,0.025381481918884674,63.91220363369488,
0.001,0,100,16,"[3, 3, 3]","[6, 3]",0,0.21266021,0.08612752717453986,0.0,
0.001,0,100,16,"[3, 3, 3]","[6, 3]",0.1,0.07612738,0.02632497821650759,61.027391314796226,
0.001,0,100,16,"[3, 3, 3]","[6, 3]",0.2,0.076590076,0.027155967109138146,63.770422470131486,
0.001,0,100,16,"[3, 3, 3]","[3, 6]",0,0.08273993,0.029974494464113377,59.791268163310754,
0.001,0,100,16,"[3, 3, 3]","[3, 6]",0.1,0.11390692,0.04670429625548422,61.9007280211317,
0.001,0,100,16,"[3, 3, 3]","[3, 6]",0.2,0.090379864,0.031059832690516487,63.22986750888902,
0.001,0,100,16,"[3, 3, 3]","[3, 3]",0,0.11163034,0.04075619981449563,56.99084785675019,
0.001,0,100,16,"[3, 3, 3]","[3, 3]",0.1,0.06775933,0.02423553141852608,63.214311578802295,
0.001,0,100,16,"[3, 3, 3]","[3, 3]",0.2,0.12966415,0.05040765609010123,55.14470332245365,
0.001,0,100,16,"[3, 3, 3]",[3],0,0.09142524,0.03337083289807197,56.50441669391958,
0.001,0,100,16,"[3, 3, 3]",[3],0.1,0.07112157,0.024560394240324968,58.349488542318,
0.001,0,100,16,"[3, 3, 3]",[3],0.2,0.096964315,0.03782778476306703,59.83686072923614,
0.001,0,100,16,"[3, 3, 3]",[6],0,0.07909314,0.027116040655528195,57.05854344843176,
0.001,0,100,16,"[3, 3, 3]",[6],0.1,0.079437405,0.027820662580779754,58.95010980960126,
0.001,0,100,16,"[3, 3, 3]",[6],0.2,0.08964828,0.030675046673422912,59.15493127722199,
0.001,0,100,16,"[6, 3]","[6, 3]",0,0.07575171,0.027680156927090138,61.98660411898854,
0.001,0,100,16,"[6, 3]","[6, 3]",0.1,0.18885703,0.07570577436126769,0.0,
0.001,0,100,16,"[6, 3]","[6, 3]",0.2,0.108343914,0.04002684945589863,59.700166662823804,
0.001,0,100,16,"[6, 3]","[3, 6]",0,0.17167497,0.06648462585872039,0.0,
0.001,0,100,16,"[6, 3]","[3, 6]",0.1,0.09461294,0.03428173040447291,55.77539703632977,
0.001,0,100,16,"[6, 3]","[3, 6]",0.2,0.09913152,0.03540291254466865,59.24151474676479,
0.001,0,100,16,"[6, 3]","[3, 3]",0,0.063312896,0.021633340656990185,63.22799836255984,
0.001,0,100,16,"[6, 3]","[3, 3]",0.1,0.10705775,0.041853040602291,59.67309837555476,
0.001,0,100,16,"[6, 3]","[3, 3]",0.2,0.07280937,0.02502876500329876,63.223241733884834,
0.001,0,100,16,"[6, 3]",[3],0,0.18373539,0.0733048262191005,0.0,
0.001,0,100,16,"[6, 3]",[3],0.1,0.12150504,0.04741615921375342,57.69908391355154,
0.001,0,100,16,"[6, 3]",[3],0.2,0.12539417,0.05163359455764294,58.07402920437992,
0.001,0,100,16,"[6, 3]",[6],0,0.08165734,0.029556205845437944,59.7911522598571,
0.001,0,100,16,"[6, 3]",[6],0.1,0.063560024,0.021928330897935666,62.07129708826322,
0.001,0,100,16,"[6, 3]",[6],0.2,0.06798885,0.025130356107183616,61.98067416889521,
0.001,0,100,16,"[3, 6]","[6, 3]",0,0.06341504,0.022258263925323263,63.91487846584928,
0.001,0,100,16,"[3, 6]","[6, 3]",0.1,0.06906615,0.02436925351503305,62.733869194216,
0.001,0,100,16,"[3, 6]","[6, 3]",0.2,0.090398274,0.03544694191077724,62.17519241138544,
0.001,0,100,16,"[3, 6]","[3, 6]",0,0.071378976,0.02469604769430589,62.46367649875148,
0.001,0,100,16,"[3, 6]","[3, 6]",0.1,0.14217962,0.05654384585795924,61.28870823993239,
0.001,0,100,16,"[3, 6]","[3, 6]",0.2,0.18527614,0.07401175098493695,0.0,
0.001,0,100,16,"[3, 6]","[3, 3]",0,0.13259217,0.04791820319951512,57.6777369874564,
0.001,0,100,16,"[3, 6]","[3, 3]",0.1,0.09134552,0.03415960345591884,58.73507252012999,
0.001,0,100,16,"[3, 6]","[3, 3]",0.2,0.09646584,0.03342099571455037,60.075502376017816,
0.001,0,100,16,"[3, 6]",[3],0,0.07122652,0.02533941915316973,59.555306289647916,
0.001,0,100,16,"[3, 6]",[3],0.1,0.073378816,0.02465243396727601,59.728483702029095,
0.001,0,100,16,"[3, 6]",[3],0.2,0.06083276,0.021044792174507165,64.18303471427339,
0.001,0,100,16,"[3, 6]",[6],0,0.07260497,0.02518499386496842,61.75312534235401,
0.001,0,100,16,"[3, 6]",[6],0.1,0.060887627,0.020447979841264896,64.95030229975762,
0.001,0,100,16,"[3, 6]",[6],0.2,0.07482603,0.026866562075156253,62.79040750214146,
0.001,0,100,16,[3],"[6, 3]",0,0.051846422,0.016783556509381015,64.9635568029729,
0.001,0,100,16,[3],"[6, 3]",0.1,0.059868757,0.021130493405507877,66.1564793457152,
0.001,0,100,16,[3],"[6, 3]",0.2,0.082440466,0.028600023142644204,60.65298459554174,
0.001,0,100,16,[3],"[3, 6]",0,0.07710988,0.027649971889331937,62.19972820516608,
0.001,0,100,16,[3],"[3, 6]",0.1,0.15395668,0.06121710903244093,53.897113961362166,
0.001,0,100,16,[3],"[3, 6]",0.2,0.11051391,0.04294412938179448,55.56246787029953,
0.001,0,100,16,[3],"[3, 3]",0,0.07388664,0.025690681650303304,59.52180962556565,
0.001,0,100,16,[3],"[3, 3]",0.1,0.09819746,0.03880547919834498,61.904638417316875,
0.001,0,100,16,[3],"[3, 3]",0.2,0.10569747,0.03983561691711657,59.77547531010767,
0.001,0,100,16,[3],[3],0,0.07600627,0.027661728381644934,62.254089447165754,
0.001,0,100,16,[3],[3],0.1,0.07735628,0.02811366466630716,60.642704746032805,
0.001,0,100,16,[3],[3],0.2,0.068457425,0.024057208793237805,63.742246986562705,
0.001,0,100,16,[3],[6],0,0.059773315,0.021029151866969187,63.23325961093306,
0.001,0,100,16,[3],[6],0.1,0.06469729,0.02318266633665189,62.665844520976805,
0.001,0,100,16,[3],[6],0.2,0.07784055,0.02794796964735724,60.33107100858791,
0.001,0,100,16,[6],"[6, 3]",0,0.064092025,0.020831434994761366,60.55658422032268,
0.001,0,100,16,[6],"[6, 3]",0.1,0.074863076,0.028023741288052406,61.95273919329599,
0.001,0,100,16,[6],"[6, 3]",0.2,0.103026405,0.03964371426263824,59.738737639281496,
0.001,0,100,16,[6],"[3, 6]",0,0.07084489,0.02385140032856725,60.7578417987812,
0.001,0,100,16,[6],"[3, 6]",0.1,0.08111779,0.02870290286409727,58.78767575463563,
0.001,0,100,16,[6],"[3, 6]",0.2,0.12621629,0.046305508294608444,53.92504683392363,
0.001,0,100,16,[6],"[3, 3]",0,0.061664008,0.021710910732508637,63.09609967340597,
0.001,0,100,16,[6],"[3, 3]",0.1,0.1724472,0.06698063079966232,0.0,
0.001,0,100,16,[6],"[3, 3]",0.2,0.09822373,0.038604280416620895,60.981711851453376,
0.001,0,100,16,[6],[3],0,0.25475794,0.10235693916911259,0.0,
0.001,0,100,16,[6],[3],0.1,0.06454437,0.02164712186640827,62.69357687003357,
0.001,0,100,16,[6],[3],0.2,0.087293066,0.030263719486356422,58.05882442266325,
0.001,0,100,16,[6],[6],0,0.062163055,0.02159684809157625,63.08379872967064,
0.001,0,100,16,[6],[6],0.1,0.069749266,0.025578654094715603,61.78144357919801,
0.001,0,100,16,[6],[6],0.2,0.07168417,0.02356141362724884,61.42885844968774,
0.001,0,150,64,"[6, 6, 6]","[6, 3]",0,0.18867493,0.07046653190627694,0.0,
0.001,0,150,64,"[6, 6, 6]","[6, 3]",0.1,0.10905187,0.03618677437771112,81.28531562350132,90.15836934167639
0.001,0,150,64,"[6, 6, 6]","[6, 3]",0.2,0.11159512,0.04075250180903822,80.6254720528555,89.79168784072135
0.001,0,150,64,"[6, 6, 6]","[3, 6]",0,0.12959902,0.045918222167529166,79.768944498428,89.31346175041476
0.001,0,150,64,"[6, 6, 6]","[3, 6]",0.1,0.14808854,0.05669855163432658,76.0224330414123,87.1908441531634
0.001,0,150,64,"[6, 6, 6]","[3, 6]",0.2,0.19468798,0.0755283166654408,0.0,
0.001,0,150,64,"[6, 6, 6]","[3, 3]",0,0.08680669,0.03042607568204403,80.96704104190943,89.98168760470624
0.001,0,150,64,"[6, 6, 6]","[3, 3]",0.1,0.32468238,0.12385118752717972,0.0,
0.001,0,150,64,"[6, 6, 6]","[3, 3]",0.2,0.25433028,0.09745733696036041,10.956289819327944,33.10028673490299
0.001,0,150,64,"[6, 6, 6]",[3],0,0.12187802,0.043947374797426164,64.34041089442131,80.21247464978333
0.001,0,150,64,"[6, 6, 6]",[3],0.1,0.098979756,0.035519449738785625,81.28078149672662,90.155854772015
0.001,0,150,64,"[6, 6, 6]",[3],0.2,0.090206444,0.031399616273120046,83.90777936343775,91.60118960113877
0.001,0,150,64,"[6, 6, 6]",[6],0,0.081877194,0.027113116811960936,82.92223383863731,91.06164606388208
0.001,0,150,64,"[6, 6, 6]",[6],0.1,0.08187934,0.027011113706976175,83.42156754640342,91.3354080006234
0.001,0,150,64,"[6, 6, 6]",[6],0.2,0.20270358,0.07896448951214552,30.33528251560747,55.07747499260244
0.001,0,150,64,"[6, 6, 3]","[6, 3]",0,0.10526565,0.03467353235464543,75.6864351696681,86.99795122281219
0.001,0,150,64,"[6, 6, 3]","[6, 3]",0.1,0.09695087,0.034188851714134216,80.78575878036074,89.88089829344203
0.001,0,150,64,"[6, 6, 3]","[6, 3]",0.2,0.22673796,0.08598570129834116,10.695493270801606,32.703965005487646
0.001,0,150,64,"[6, 6, 3]","[3, 6]",0,0.20827354,0.07855843286961317,31.824316673041153,-56.41304518729788
0.001,0,150,64,"[6, 6, 3]","[3, 6]",0.1,0.08860136,0.02942533465102315,82.01541270600882,90.56236122474324
0.001,0,150,64,"[6, 6, 3]","[3, 6]",0.2,0.13318586,0.050954963080585,71.1402673000552,84.34468999294216
0.001,0,150,64,"[6, 6, 3]","[3, 3]",0,0.08645286,0.02799169160425663,81.43421669156422,90.24090906654486
0.001,0,150,64,"[6, 6, 3]","[3, 3]",0.1,0.14464855,0.054497987730428576,53.95776870501281,73.45595190657652
0.001,0,150,64,"[6, 6, 3]","[3, 3]",0.2,0.6235469,0.2635476179420948,5.477840976248073,23.40478792095342
0.001,0,150,64,"[6, 6, 3]",[3],0,0.08333219,0.02718801551964134,81.75576219780822,90.41889304664606
0.001,0,150,64,"[6, 6, 3]",[3],0.1,0.24985275,0.09492183453403413,56.22325290615237,74.98216648387292
0.001,0,150,64,"[6, 6, 3]",[3],0.2,0.17225245,0.06514385459013283,63.29644850160864,79.55906516645895
0.001,0,150,64,"[6, 6, 3]",[6],0,0.08161871,0.026834110030904412,82.72889878601531,90.95542797767226
0.001,0,150,64,"[6, 6, 3]",[6],0.1,0.08584638,0.029327734955586493,81.38706362321898,90.2147790681876
0.001,0,150,64,"[6, 6, 3]",[6],0.2,0.18816519,0.0734558270778507,63.80997112027929,79.88114365748608
0.001,0,150,64,"[6, 3, 3]","[6, 3]",0,0.10172076,0.03468012728262693,73.77536259809283,85.89258559275812
0.001,0,150,64,"[6, 3, 3]","[6, 3]",0.1,0.50028086,0.20507765002548695,0.0,
0.001,0,150,64,"[6, 3, 3]","[6, 3]",0.2,0.113006696,0.04291606310289353,83.08849197399239,91.1528891335828
0.001,0,150,64,"[6, 3, 3]","[3, 6]",0,0.0961499,0.03129400429315865,82.13203706161806,90.62672732787942
0.001,0,150,64,"[6, 3, 3]","[3, 6]",0.1,0.10544408,0.03477802965790033,81.15963032720882,90.08863986497343
0.001,0,150,64,"[6, 3, 3]","[3, 6]",0.2,0.1481478,0.05674200947396457,70.12551858231713,83.74098075752224
0.001,0,150,64,"[6, 3, 3]","[3, 3]",0,0.10476504,0.03582827630452812,77.16101417067993,87.84134230001266
0.001,0,150,64,"[6, 3, 3]","[3, 3]",0.1,0.18873216,0.07106453413143754,0.0,
0.001,0,150,64,"[6, 3, 3]","[3, 3]",0.2,0.17343225,0.06637382321059704,40.644925901636256,63.75337316694408
0.001,0,150,64,"[6, 3, 3]",[3],0,0.15855168,0.055462413001805544,39.90118542470297,63.167385116611385
0.001,0,150,64,"[6, 3, 3]",[3],0.1,0.0876616,0.029465771513059735,79.9130210656654,89.39408317426015
0.001,0,150,64,"[6, 3, 3]",[3],0.2,0.65133184,0.27583641931414604,7.386451152217507,-27.178026330507343
0.001,0,150,64,"[6, 3, 3]",[6],0,0.08102677,0.026118650566786528,82.19238730154122,90.66001726314705
0.001,0,150,64,"[6, 3, 3]",[6],0.1,0.082287185,0.028290701447986066,83.01421133228044,91.1121349394692
0.001,0,150,64,"[6, 3, 3]",[6],0.2,0.08140164,0.027702594525180757,84.41240886565366,91.87622590510216
0.001,0,150,64,"[3, 3, 3]","[6, 3]",0,0.11886632,0.04109023429919034,79.58654903931505,89.21129358960953
0.001,0,150,64,"[3, 3, 3]","[6, 3]",0.1,0.122287124,0.0434649467933923,78.29522074393111,88.48458664871023
0.001,0,150,64,"[3, 3, 3]","[6, 3]",0.2,0.18911614,0.0718355760909617,0.0,
0.001,0,150,64,"[3, 3, 3]","[3, 6]",0,0.10833469,0.03665544500108808,69.5185998692743,83.37781471667044
0.001,0,150,64,"[3, 3, 3]","[3, 6]",0.1,0.111376904,0.04118569195270538,79.11198521265084,88.94491846792081
0.001,0,150,64,"[3, 3, 3]","[3, 6]",0.2,0.24390928,0.09454715182073414,0.0,
0.001,0,150,64,"[3, 3, 3]","[3, 3]",0,0.096565366,0.03167787508573383,78.78572331971336,88.76132227480241
0.001,0,150,64,"[3, 3, 3]","[3, 3]",0.1,0.09856335,0.034568310366012156,80.34704649409878,89.63651404093018
0.001,0,150,64,"[3, 3, 3]","[3, 3]",0.2,0.15788879,0.06277159554883838,71.67379822420997,84.66037929528191
0.001,0,150,64,"[3, 3, 3]",[3],0,0.40527436,0.15949635999277234,1.391427315980957,-11.795877737502018
0.001,0,150,64,"[3, 3, 3]",[3],0.1,0.15826069,0.055705581326037645,30.476893287853468,55.20588128800542
0.001,0,150,64,"[3, 3, 3]",[3],0.2,0.12028347,0.04125491250306368,76.61984101364342,87.53276016077832
0.001,0,150,64,"[3, 3, 3]",[6],0,0.07684471,0.025182729586958885,83.65491363761758,91.46306010495033
0.001,0,150,64,"[3, 3, 3]",[6],0.1,0.14303018,0.05101255956105888,71.16138333402556,84.3572067662423
0.001,0,150,64,"[3, 3, 3]",[6],0.2,0.17845231,0.06905158516019583,53.59222864649374,73.20671324850866
0.001,0,150,64,"[6, 3]","[6, 3]",0,0.0908741,0.030331415473483503,78.0637055523471,88.35366746906837
0.001,0,150,64,"[6, 3]","[6, 3]",0.1,0.12055315,0.04584314883686602,78.15937292683067,88.40778977376976
0.001,0,150,64,"[6, 3]","[6, 3]",0.2,0.66328794,0.2814727369695902,0.0,
0.001,0,150,64,"[6, 3]","[3, 6]",0,0.10488617,0.0343252468155697,72.4894237655349,85.14072102439283
0.001,0,150,64,"[6, 3]","[3, 6]",0.1,0.19266522,0.07487568655051291,2.5191456400536216,15.871816657376126
0.001,0,150,64,"[6, 3]","[3, 6]",0.2,0.13009202,0.04833792336285114,76.64361484013743,87.54633906688353
0.001,0,150,64,"[6, 3]","[3, 3]",0,0.08090224,0.026535955839790404,84.09686933951738,91.70434522939324
0.001,0,150,64,"[6, 3]","[3, 3]",0.1,0.20412026,0.08010389865376055,0.0,
0.001,0,150,64,"[6, 3]","[3, 3]",0.2,0.13982174,0.0528974924236536,72.54528423168745,85.17351949502114
0.001,0,150,64,"[6, 3]",[3],0,0.16445126,0.05999918794259429,29.583444675819408,54.39066526143931
0.001,0,150,64,"[6, 3]",[3],0.1,0.21651477,0.08546952740289271,1.282614108470399,-11.325255442904586
0.001,0,150,64,"[6, 3]",[3],0.2,0.118978575,0.041509082075208426,75.51319206976407,86.89832683646105
0.001,0,150,64,"[6, 3]",[6],0,0.13263856,0.04683322040364146,66.9608884108196,81.82963302546308
0.001,0,150,64,"[6, 3]",[6],0.1,0.09628842,0.0317642668960616,78.04120048268342,88.3409307641047
0.001,0,150,64,"[6, 3]",[6],0.2,0.09761311,0.0357857090421021,81.44181726012634,90.24512023379788
0.001,0,150,64,"[3, 6]","[6, 3]",0,0.09530384,0.03064181364607066,80.95864582420207,89.97702252475466
0.001,0,150,64,"[3, 6]","[6, 3]",0.1,0.10874228,0.04052451404277235,79.34868518387913,89.0778789508816
0.001,0,150,64,"[3, 6]","[6, 3]",0.2,0.17232017,0.0679408956784755,79.99018398528115,89.43723161261262
0.001,0,150,64,"[3, 6]","[3, 6]",0,0.09321149,0.03153925354126841,76.81926973957978,87.6466027519491
0.001,0,150,64,"[3, 6]","[3, 6]",0.1,0.18919146,0.07193838246166706,0.0,
0.001,0,150,64,"[3, 6]","[3, 6]",0.2,0.1945903,0.07546998094767332,0.0005161222091912855,0.22718323203777283
0.001,0,150,64,"[3, 6]","[3, 3]",0,0.24806793,0.09569289977662265,61.00111566979859,78.10321099020102
0.001,0,150,64,"[3, 6]","[3, 3]",0.1,0.11432976,0.04132159519940615,78.11821302016726,88.38450826936092
0.001,0,150,64,"[3, 6]","[3, 3]",0.2,0.14807919,0.05785968969576061,78.94459208674087,88.85076931953986
0.001,0,150,64,"[3, 6]",[3],0,0.09489743,0.032357670716010034,77.05618216739245,87.78165079752856
0.001,0,150,64,"[3, 6]",[3],0.1,0.09204621,0.0320218998240307,78.70280433862126,88.71460101844637
0.001,0,150,64,"[3, 6]",[3],0.2,0.10933258,0.040859272121451795,75.93404862012156,87.14014495060333
0.001,0,150,64,"[3, 6]",[6],0,0.08750734,0.028561288490891457,80.30200363886706,89.61138523584324
0.001,0,150,64,"[3, 6]",[6],0.1,0.08698464,0.028999449568800628,80.2009747387488,89.55499692297957
0.001,0,150,64,"[3, 6]",[6],0.2,0.09286154,0.03393795050214976,81.99721960964882,90.55231615461241
0.001,0,150,64,[3],"[6, 3]",0,0.21241674,0.08335657184943557,0.0,
0.001,0,150,64,[3],"[6, 3]",0.1,0.1123527,0.04427956591825932,80.69580563833229,89.83084416743075
0.001,0,150,64,[3],"[6, 3]",0.2,0.19476213,0.07697361870668828,53.88782357665406,73.40832621484708
0.001,0,150,64,[3],"[3, 6]",0,0.20508614,0.07802629843354225,26.041759597316123,-51.031127360970686
0.001,0,150,64,[3],"[3, 6]",0.1,0.18935122,0.07213493227027357,0.0,
0.001,0,150,64,[3],"[3, 6]",0.2,0.12491813,0.04509688587859273,77.94493571918157,88.28642914920819
0.001,0,150,64,[3],"[3, 3]",0,0.085177675,0.030410964973270893,80.3937366337156,89.6625544102529
0.001,0,150,64,[3],"[3, 3]",0.1,0.43968403,0.17588792834430933,0.0,
0.001,0,150,64,[3],"[3, 3]",0.2,0.13060227,0.0484369695186615,71.12535258875202,84.33584800590553
0.001,0,150,64,[3],[3],0,0.13538794,0.048654701095074415,61.61592307847557,78.49581076622853
0.001,0,150,64,[3],[3],0.1,0.111861445,0.040239584632217884,76.81361776398728,87.64337839448412
0.001,0,150,64,[3],[3],0.2,0.3133877,0.11941274860873818,0.0,
0.001,0,150,64,[3],[6],0,0.10154783,0.03288714506197721,76.24554802076673,87.3186967497607
0.001,0,150,64,[3],[6],0.1,0.11326534,0.03953522827941924,70.01092123268697,83.67252908373631
0.001,0,150,64,[3],[6],0.2,0.1402427,0.05154404207132757,53.767085205280786,73.3260425805735
0.001,0,150,64,[6],"[6, 3]",0,0.07633634,0.025637182989157736,84.2686683400117,91.79796748295232
0.001,0,150,64,[6],"[6, 3]",0.1,0.09420339,0.03326597507111728,83.2005592877946,91.21434058731914
0.001,0,150,64,[6],"[6, 3]",0.2,0.15564716,0.06203288212418556,75.48536422641712,86.88231363540979
0.001,0,150,64,[6],"[3, 6]",0,0.080338605,0.027649523690342903,82.82681526074781,91.00923868528284
0.001,0,150,64,[6],"[3, 6]",0.1,0.11386134,0.03942657494917512,74.8020041209243,86.48815185961848
0.001,0,150,64,[6],"[3, 6]",0.2,0.19473329,0.07555637857876718,0.0,
0.001,0,150,64,[6],"[3, 3]",0,0.14626262,0.0514324230607599,81.10880023679205,90.06042429213403
0.001,0,150,64,[6],"[3, 3]",0.1,0.16960816,0.06627092370763421,47.23608550479967,68.72851337312605
0.001,0,150,64,[6],"[3, 3]",0.2,0.2618909,0.10055319871753454,7.386451152217511,-27.17802633050735
0.001,0,150,64,[6],[3],0,0.11183391,0.03725902643054724,75.69425522896105,87.00244549951515
0.001,0,150,64,[6],[3],0.1,0.09184772,0.030567144858650863,82.37172815502629,90.75887182806224
0.001,0,150,64,[6],[3],0.2,0.11731148,0.043240864761173725,76.8912526133275,87.68765740589006
0.001,0,150,64,[6],[6],0,0.07680261,0.02470096223987639,83.46096609964304,91.35697351578752
0.001,0,150,64,[6],[6],0.1,0.083375566,0.029693200485780835,82.16369209646125,90.64419015935951
0.001,0,150,64,[6],[6],0.2,0.14331993,0.05388564895838499,62.14543473466737,78.83237579488987
0.001,0,150,32,"[6, 6, 6]","[6, 3]",0,0.083821505,0.027198175666853786,82.87639090197706,90.99119045215551
0.001,0,150,32,"[6, 6, 6]","[6, 3]",0.1,0.08896396,0.03197737823938951,84.66587637859607,92.00954224557853
0.001,0,150,32,"[6, 6, 6]","[6, 3]",0.2,0.116037056,0.042036923696286976,82.6255853865891,90.89289800672248
0.001,0,150,32,"[6, 6, 6]","[3, 6]",0,0.1924307,0.07217190868686885,0.0,
0.001,0,150,32,"[6, 6, 6]","[3, 6]",0.1,0.10344984,0.03579846961656585,80.18873046243417,89.53725853630509
0.001,0,150,32,"[6, 6, 6]","[3, 6]",0.2,0.1079251,0.0369125438737683,83.95534423551865,91.62472275998584
0.001,0,150,32,"[6, 6, 6]","[3, 3]",0,0.19232668,0.07222897256724536,2.1932820962936543,
0.001,0,150,32,"[6, 6, 6]","[3, 3]",0.1,0.28878134,0.1090147823560983,0.0,
0.001,0,150,32,"[6, 6, 6]","[3, 3]",0.2,0.11213457,0.03796595410676673,80.53757135153683,89.70529260449212
0.001,0,150,32,"[6, 6, 6]",[3],0,0.15070122,0.05265288200462237,56.57078541321161,75.02578231225603
0.001,0,150,32,"[6, 6, 6]",[3],0.1,0.19238172,0.07221805572044104,0.0,
0.001,0,150,32,"[6, 6, 6]",[3],0.2,0.098965764,0.03512362891342491,80.49686242035976,89.70255259182699
0.001,0,150,32,"[6, 6, 6]",[6],0,0.07641497,0.02462219781591557,84.87747312601783,92.10971559436788
0.001,0,150,32,"[6, 6, 6]",[6],0.1,0.08419186,0.02750856801867485,83.66936975455413,91.45395531756687
0.001,0,150,32,"[6, 6, 6]",[6],0.2,0.09483598,0.03416638937778771,82.54583873032762,90.85449824230699
0.001,0,150,32,"[6, 6, 3]","[6, 3]",0,0.07914264,0.02582649904070422,84.37647571351425,91.84629043231624
0.001,0,150,32,"[6, 6, 3]","[6, 3]",0.1,0.19348821,0.07436572050210088,0.816427429313909,
0.001,0,150,32,"[6, 6, 3]","[6, 3]",0.2,0.19261327,0.07203475688584149,0.0,
0.001,0,150,32,"[6, 6, 3]","[3, 6]",0,0.08807578,0.029702674510190263,80.4242810567049,89.65798381854985
0.001,0,150,32,"[6, 6, 3]","[3, 6]",0.1,0.09441923,0.03160604101140052,80.66127166750269,89.81107639302927
0.001,0,150,32,"[6, 6, 3]","[3, 6]",0.2,0.1149912,0.041291076922789216,79.14297235577938,88.95223849627344
